EstablishmentID,InspectionID,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,Latitude,Longitude,InspectionDate,Score,Grade,NameSearch,Intersection
34259,861795,POPEYE'S, ,3317 BARDSTOWN RD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.2074,-85.6676,10/30/2012 0:00,96,A,POPEYES,
34260,826611,RALLY'S, ,2130 W. BROADWAY STREET,,LOUISVILLE,KY,40211,FOOD SERVICE,38.2488,-85.788,7/2/2012 0:00,91,A,RALLYS,
34264,813542,VALHALLA GOLF CLUB, ,15503 SHELBYVILLE ROAD,,LOUISVILLE,KY,40018,FOOD SERVICE,38.243,-85.4707,5/22/2012 0:00,100,A,VALHALLAGOLFCLUB,
34267,836766,BASKIN ROBBINS, ,10264 SHELBYVILLE ROAD,,LOUISVILLE,KY,40222,FOOD SERVICE,38.245,-85.5643,8/6/2012 0:00,98,A,BASKINROBBINS,
34271,841145,SPEEDWAY #9554, ,9416 SHELBYVILLE ROAD,,LOUISVILLE,KY,40222,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2459,-85.5763,7/10/2012 0:00,98,A,SPEEDWAY,
34272,820449,WHITE CASTLE #17, ,3705 BARDSTOWN ROAD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.1989403,-85.6593563,6/7/2012 0:00,98,A,WHITECASTLE,
34273,857160,BOONE'S PB, ,601 E. BROADWAY,,LOUISVILLE,KY,40202,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.245285,-85.743115,10/18/2012 0:00,90,A,BOONESPB,
34290,823720,K-MART DELI #3057, ,4025 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,SUPERMARKET WITH PROCESSING,38.2006,-85.7068,6/22/2012 0:00,90,,KMARTDELI,
34291,841796,BAMBOO HOUSE, ,4036 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1997,-85.7087,8/27/2012 0:00,83,C,BAMBOOHOUSE,
34292,862954,MARMADUKE'S, ,4206 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1984,-85.7083,11/8/2012 0:00,93,A,MARMADUKES,
34295,836767,FIESTA MEXICAN #3, ,4507 BARDSTOWN RD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.1832,-85.6291,8/7/2012 0:00,94,A,FIESTAMEXICAN,
34301,848848,WILDWOOD CTRY CL KITCHEN, ,5000 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1746,-85.6176,9/19/2012 0:00,90,A,WILDWOODCTRYCLKITCHEN,
34305,862621,HUNGRY PELICAN, ,5412 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1663,-85.602,11/7/2012 0:00,95,A,HUNGRYPELICAN,
34307,816412,FERN BOWL SNACK BAR/LOUNGE, ,5518 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.164947,-85.600528,5/31/2012 0:00,96,A,FERNBOWLSNACKBARLOUNGE,
34308,828715,MOBY DICK INDIAN TRAIL, ,4845 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,FOOD SERVICE,38.172,-85.6848,7/10/2012 0:00,98,A,MOBYDICKINDIANTRAIL,
34318,832309,DOMINO'S PIZZA #1422, ,3951 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2206,-85.6268,7/20/2012 0:00,95,A,DOMINOSPIZZA,
34319,856015,IN & OUT DAIRY MART, ,2329 PORTLAND AVE,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2702,-85.7871,10/15/2012 0:00,95,A,INOUTDAIRYMART,
34320,851999,ANNIE'S PIZZA, ,2520 PORTLAND AVENUE,,LOUISVILLE,KY,40212,FOOD SERVICE,38.2708,-85.7899,10/1/2012 0:00,91,A,ANNIESPIZZA,
34324,861508,CITY CAFE HSC, ,500 S. PRESTON STREET,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2495,-85.7478,11/1/2012 0:00,98,A,CITYCAFEHSC,
34326,858536,JEFFERSON ALCOHOL & DRUG ABUSE CENTER, ,600 S. PRESTON ST,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2475,-85.7477,10/23/2012 0:00,97,A,JEFFERSONALCOHOLDRUGABUSECENTER,
34331,861259,VITO'S ITALIAN EATERY, ,1919 S. PRESTON ST,,LOUISVILLE,KY,40217,FOOD SERVICE,38.2201,-85.7479,10/31/2012 0:00,90,A,VITOSITALIANEATERY,
34335,856507,THE GODFATHER II, ,5000 PRESTON HWY,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1752,-85.7139,10/16/2012 0:00,72,C,THEGODFATHERII,
34337,830284,MCDONALD'S RESTAURANT #6849, ,5630 BARDSTOWN RD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.1633,-85.5974,7/12/2012 0:00,94,A,MCDONALDSRESTAURANT,
34338,861523,WENDY'S, ,5101 PRESTON HWY,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1746,-85.7123,11/1/2012 0:00,94,A,WENDYS,
34344,856038,MCDONALD'S #6809, ,5600 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1683,-85.7067,10/15/2012 0:00,86,A,MCDONALDS,
34351,856508,TRIXIE'S, ,6114 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1615,-85.7002,10/16/2012 0:00,99,A,TRIXIES,
34357,865939,ARBY'S #5187, ,2956 BRECKENRIDGE LANE,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2191,-85.63,11/20/2012 0:00,100,A,ARBYS,
34358,848843,EL NAPAL, ,6300 BARDSTOWN ROAD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1551,-85.5904,9/19/2012 0:00,95,A,ELNAPAL,
34363,852028,PIZZA HUT #013416, ,7509 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1428,-85.6887,10/1/2012 0:00,88,A,PIZZAHUT,
34366,850087,ARBY'S #325, ,7708 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1394,-85.6878,9/24/2012 0:00,94,A,ARBYS,
34371,863805,GOLDEN BUDDHA RESTAURANT, ,8000 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1363286,-85.6860862,11/13/2012 0:00,94,A,GOLDENBUDDHARESTAURANT,
34372,836429,BEARNO'S LITTLE SICILY, ,8019 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1356,-85.6847,8/6/2012 0:00,96,A,BEARNOSLITTLESICILY,
34373,825905,J.T.'S VARIETY CLUB, ,8021 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1357,-85.6845,6/28/2012 0:00,94,A,JTSVARIETYCLUB,
34377,856043,MCDONALD'S RESTAURANT #6834, ,8220 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1329,-85.6843,10/15/2012 0:00,97,A,MCDONALDSRESTAURANT,
34379,857593,A & W ROOT BEER -LONG JOHN SILVERS, ,8315 PRESTON HIGHWAY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1315,-85.6824,10/19/2012 0:00,99,A,AWROOTBEERLONGJOHNSILVERS,
34380,863803,DOMINO'S PIZZA #1427, ,8404 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1303,-85.6827,11/12/2012 0:00,100,A,DOMINOSPIZZA,
34381,848844,MOBY DICK, ,6332 BARDSTOWN RD,,LOUISVILLE,KY,40218,FOOD SERVICE,38.1542,-85.5904,9/19/2012 0:00,98,A,MOBYDICK,
34384,834408,JERRY'S RESTAURANT #1040, ,8408 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,38.13,-85.6827,7/30/2012 0:00,95,A,JERRYSRESTAURANT,
34393,854987,TWO LANE LIQUOR & BAR, ,9702 BARDSTOWN ROAD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.0993,-85.5622,10/11/2012 0:00,95,A,TWOLANELIQUORBAR,
34396,827850,HUNTING CREEK CTRY CLUB, ,6807 FOXCRAFT ROAD,,PROSPECT,KY,40059,FOOD SERVICE,38.3448,-85.6035,7/6/2012 0:00,94,A,HUNTINGCREEKCTRYCLUB,
34398,854136,LAZER BLAZE, ,4121 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2532,-85.6459,10/4/2012 0:00,97,A,LAZERBLAZE,
34405,818319,LOUISVILLE PRESBY. SEMIN., ,1044 ALTA VISTA RD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2371,-85.6855,6/6/2012 0:00,94,A,LOUISVILLEPRESBYSEMIN,
34406,863781,WAFFLE HOUSE #353, ,4706 PRESTON HWY,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1794,-85.7181,11/13/2012 0:00,97,A,WAFFLEHOUSE,
34407,830846,AMERICAN LEGION SHAWNEE POST #193, ,2800 W. MAIN ST,,LOUISVILLE,KY,40212,FOOD SERVICE,38.2608,-85.7976,7/17/2012 0:00,96,A,AMERICANLEGIONSHAWNEEPOST,
34412,846485,COMMUNITY BAPTIST CHURCH SENIOR SEVICES, ,4909 INDIAN TRAIL,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1828,-85.6694,9/12/2012 0:00,94,A,COMMUNITYBAPTISTCHURCHSENIORSEVICES,
34417,827428,KROGER L-292, ,7509 TERRY RD,,LOUISVILLE,KY,40258,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1425,-85.8702,7/5/2012 0:00,98,A,KROGERL,
34421,835507,SUN VALLEY COMMUNITY CTR, ,6505 BETHANY LN,,LOUISVILLE,KY,40272,MOBILE RESTRICTED CONCESSION,38.1021,-85.8865,8/1/2012 0:00,92,,SUNVALLEYCOMMUNITYCTR,
34425,867458,LOUISVILLE MART, ,4102 MURPHY LN,,LOUISVILLE,KY,40245,SUPERMARKET WITH PROCESSING,38.3037,-85.5345,11/13/2012 0:00,92,,LOUISVILLEMART,
34451,838090,RALLY'S #106, ,5210 DIXIE HIGHWAY,,LOUISVILLE,KY,40216,FOOD SERVICE,38.1638,-85.8318,8/13/2012 0:00,93,A,RALLYS,
34453,820012,FERNCREEK BALLPARK CONC, ,8703 FERNDALE RD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1559,-85.6131,6/12/2012 0:00,96,A,FERNCREEKBALLPARKCONC,
34455,841190,CAPTAIN D'S #3615, ,5232 BARDSTOWN RD,,LOUISVILLE,KY,40219,FOOD SERVICE,38.1693,-85.6068,8/24/2012 0:00,94,A,CAPTAINDS,
34461,826613,RALLY'S, ,5201 PRESTON HWY,,L0UISVILLE,KY,40213,FOOD SERVICE,38.1733,-85.7108,7/2/2012 0:00,96,A,RALLYS,
34463,835719,LITTLE CAESAR'S PIZZA, ,5622 PRESTON HIGHWAY,,L0UISVILLE,KY,40219,FOOD SERVICE,38.1671,-85.7057,7/19/2012 0:00,96,A,LITTLECAESARSPIZZA,
34464,859000,PORTLAND GROCERY, ,2644 PORTLAND AVE,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2716,-85.792,10/23/2012 0:00,100,A,PORTLANDGROCERY,
34469,841778,MORRIS DELI & CATERING, ,555 SOUTH 2ND STREET,,LOUISVILLE,KY,40203,FOOD SERVICE,38.2489,-85.7541,8/27/2012 0:00,96,A,MORRISDELICATERING,
34470,810098,RALLY'S, ,714 S 1ST ST,,L0UISVILLE,KY,40202,FOOD SERVICE,38.2449597,-85.753634,5/10/2012 0:00,92,A,RALLYS,
34471,823699,AERO CLUB, ,3333 ROGER E SCHUPP ST,,KINGSLEY,KY,40205-3189,FOOD SERVICE,38.2235,-85.6679,6/21/2012 0:00,90,A,AEROCLUB,
34473,838554,HIGHLANDS TAP ROOM, ,1279 BARDSTOWN RD,,L0UISVILLE,KY,40204,FOOD SERVICE,38.236,-85.7159,8/14/2012 0:00,95,A,HIGHLANDSTAPROOM,
34491,860812,WALL STREET DELI, ,225 ABRAHAM FLEXNOR WAY,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2495,-85.7509,10/30/2012 0:00,99,A,WALLSTREETDELI,
34493,816869,OWL CREEK COMM. SNACK BAR, ,10607 HOBBS STATION RD,,LOUISVILLE,KY,40223,FOOD SERVICE,38.2583,-85.5564,5/31/2012 0:00,100,A,OWLCREEKCOMMSNACKBAR,
34509,828699,SUBWAY #11525, ,4945 BROWNSBORO ROAD,,LOUISVILLE,KY,40222,FOOD SERVICE,38.2832,-85.6299,7/10/2012 0:00,100,A,SUBWAY,
34512,850065,QUICK WOK, ,801 W. BROADWAY,,LOUISVILLE,KY,40203,FOOD SERVICE,38.2471,-85.7654,9/24/2012 0:00,96,A,QUICKWOK,
34521,819517,KROGER L-356, ,12501 SHELBYVILLE RD,,LOUISVILLE,KY,40243,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2457,-85.5213,6/11/2012 0:00,97,A,KROGERL,
34526,846466,PLEHN'S BAKERY, ,3940 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2526,-85.6534,9/12/2012 0:00,92,A,PLEHNSBAKERY,
34529,820884,FRONTIER DINER, ,7299 DIXIE HIGHWAY,,LOUISVILLE,KY,40258,FOOD SERVICE,38.1446,-85.8386,6/14/2012 0:00,82,C,FRONTIERDINER,
34536,852660,KROGER L-360, ,6900 BARDSTOWN ROAD,,LOUISVILLE,JY,40291,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.146232,-85.587593,10/2/2012 0:00,99,A,KROGERL,
34546,859011,THORNTON FOOD MART DELI #20, ,4500 S 3RD STREET,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1891,-85.7654,10/24/2012 0:00,96,A,THORNTONFOODMARTDELI,
34555,882289,AMI'S FOOD MART, ,1779 BARDSTOWN RD,,LOUISVILLE,KY,40205,PRE-PACKAGED RETAIL,38.2287,-85.7008,1/25/2013 0:00,86,,AMISFOODMART,
34563,865342,AVENUE PLAZA, ,400 S 8TH STREET,,LOUISVILLE,KY,40203,MOBILE RESTRICTED CONCESSION,38.2527,-85.7647,11/16/2012 0:00,100,,AVENUEPLAZA,
34569,832705,CIRCLE K #3221, ,9602 TAYLORSVILLE RD,,LOUISVILLE,KY,40299,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.204844,-85.579794,7/24/2012 0:00,98,A,CIRCLEK,
34571,812865,BLUEGRASS BREWING COMPANY, ,3929 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.253,-85.6538,5/18/2012 0:00,91,A,BLUEGRASSBREWINGCOMPANY,
34573,818610,BROWNSBORO PARK, ,2960 GOOSE CREEK RD,,LOUISVILLE,KY,40222,FOOD SERVICE,38.2917,-85.5832,6/7/2012 0:00,88,C,BROWNSBOROPARK,
34575,820464,SUBWAY SANDWICHES & SALAD, ,1979 BROWNSBORO RD,,LOUISVILLE,KY,40206,FOOD SERVICE,38.26,-85.7084,6/13/2012 0:00,100,A,SUBWAYSANDWICHESSALAD,
34581,848405,AUDUBON COUNTRY CLUB, ,3265 ROBIN RD,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1999,-85.7289,9/18/2012 0:00,85,A,AUDUBONCOUNTRYCLUB,
34589,841194,BENCHWARMER'S, ,7325 ST. ANDREWS CHURCH ROAD,,LOUISVILLE,KY,40214,FOOD SERVICE,38.1539,-85.803,8/22/2012 0:00,94,A,BENCHWARMERS,
34592,854977,DIZZY WHIZ #1, ,217 W. ST. CATHERINE ST,,LOUISVILLE,KY,40203,FOOD SERVICE,38.2373,-85.7579,10/11/2012 0:00,95,A,DIZZYWHIZ,
34602,861255,SENECA GOLF COURSE (SNACK BAR), ,2300 PEE WEE REESE ROAD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.23,-85.6733,10/31/2012 0:00,96,A,SENECAGOLFCOURSESNACKBAR,
34605,830641,KROGER #753, ,1265 GOSS AVENUE,,LOUISVILLE,KY,40217,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2264,-85.7306,7/12/2012 0:00,94,A,KROGER,
34610,849163,ERIKA'S GERMAN RESTAURANT, ,"9301 HURSTBOURNE PARK BLVD, SUITE A",,LOUISVILLE,KY,40223,FOOD SERVICE,38.2208,-85.5815,9/20/2012 0:00,97,A,ERIKASGERMANRESTAURANT,
34611,852666,DAIRY DEL #3, ,1516 S. SHELBY ST,,LOUISVILLE,KY,40217,FOOD SERVICE,38.2243,-85.7429,10/2/2012 0:00,100,A,DAIRYDEL,
34618,826617,FIVE STAR, ,10306 U. S. HWY 42,,LOUISVILLE,KY,40059,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.3557,-85.611,7/3/2012 0:00,96,A,FIVESTAR,
34623,811776,LONG JOHN SILVERS #7253, ,4214 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2512,-85.6391,5/16/2012 0:00,95,A,LONGJOHNSILVERS,
34624,835150,PIZZA HUT #013415, ,4211 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.252,-85.6383,8/1/2012 0:00,97,A,PIZZAHUT,
34627,880110,WAL-MART #1170, ,10445 DIXIE HWY.,,LOUISVILLE,KY,40272,PRE-PACKAGED RETAIL,38.1023,-85.8664,1/17/2013 0:00,98,,WALMART,
34628,830853,ORIENTAL HOUSE, ,4302 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2507,-85.6353,7/17/2012 0:00,71,C,ORIENTALHOUSE,
34630,831807,AMERICAN LEGION, ,4610 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2494,-85.6279,7/20/2012 0:00,97,A,AMERICANLEGION,
34632,821220,OUTBACK STEAKHOUSE, ,4621 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.251,-85.6265,6/15/2012 0:00,98,A,OUTBACKSTEAKHOUSE,
34635,815771,FRISCH'S BIG BOY - #154, ,4800 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.25,-85.628,5/30/2012 0:00,87,C,FRISCHSBIGBOY,
34636,814298,MOBY DICK, ,4848 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2502,-85.6274,5/24/2012 0:00,97,A,MOBYDICK,
34637,819168,LEVY RESTAURANTS / BEST BET CH-102, ,700 CENTRAL AVE,,LOUISVILLE,KY,40208,FOOD SERVICE,38.2042,-85.7718,6/7/2012 0:00,99,A,LEVYRESTAURANTSBESTBETCH,
34643,824226,AMVET'S POST 9, ,1567 SOUTH SHELBY STREET,,LOUISVILLE,KY,40217,FOOD SERVICE,38.222301,-85.742841,6/25/2012 0:00,90,A,AMVETSPOST,
34648,869356,LE RELAIS, ,2817 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2235,-85.6662,12/5/2012 0:00,93,A,LERELAIS,
34649,837544,MCDONALD'S RESTAURANT #15, ,5027 SHELBYVILLE ROAD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2528,-85.6226,8/10/2012 0:00,97,A,MCDONALDSRESTAURANT,
34652,859002,SPEEDWAY #9678, ,3030 TAYLOR BLVD.,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2067,-85.7763,10/23/2012 0:00,97,A,SPEEDWAY,
34662,824220,OTT'S TAVERN, ,4229 HILLVIEW AVE.,,LOUISVILLE,KY,40216,FOOD SERVICE,38.1881,-85.8124,6/25/2012 0:00,97,A,OTTSTAVERN,
34666,866376,KROGER L-350, ,5533 NEW CUT RD,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1443,-85.7736,11/20/2012 0:00,98,,KROGERL,
34667,836793,HURSTBOURNE COUNTRY CLUB, ,9000 HURSTBOURNE CLUB LANE,,LOUISVILLE,KY,40222,FOOD SERVICE,38.2396,-85.5903,8/8/2012 0:00,97,A,HURSTBOURNECOUNTRYCLUB,
34674,825534,HOMETOWN PIZZA, ,11804 SHELBYVILLE ROAD,,LOUISVILLE,KY,40243,FOOD SERVICE,38.2474,-85.5371,6/27/2012 0:00,97,A,HOMETOWNPIZZA,
34675,825535,DAIRY QUEEN, ,11806 SHELBYVILLE ROAD,,LOUISVILLE,KY,40243,FOOD SERVICE,38.2475,-85.5367,6/27/2012 0:00,98,A,DAIRYQUEEN,
34676,815775,MOBY DICK, ,12012 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,38.2484,-85.5323,5/30/2012 0:00,98,A,MOBYDICK,
34679,811256,RUMOR'S, ,12339 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,38.247,-85.5269,5/15/2012 0:00,92,A,RUMORS,
34680,814046,MCDONALD'S RESTAURANT #16, ,12341 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,38.2468,-85.5263,5/23/2012 0:00,97,A,MCDONALDSRESTAURANT,
34681,852968,MIDLAND TRAIL GOLF COURSE, ,15360 SHELBYVILLE RD,,LOUISVILLE,KY,40223,FOOD SERVICE,38.2324,-85.4803,10/3/2012 0:00,100,A,MIDLANDTRAILGOLFCOURSE,
34685,861843,ROBBEN'S ROOST, ,5906 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE,38.195,-85.6507,11/1/2012 0:00,99,A,ROBBENSROOST,
34687,863003,SOUTH PARK COUNTRY CLUB, ,915 SOUTH PARK RD,,LOUISVILLE,KY,40118,FOOD SERVICE,38.1053,-85.725,11/7/2012 0:00,98,A,SOUTHPARKCOUNTRYCLUB,
34688,854457,MOBY DICK SOUTHSIDE DR., ,6810 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE,38.1585,-85.765,10/9/2012 0:00,94,A,MOBYDICKSOUTHSIDEDR,
34692,870046,KEN BOWL LANES, ,7021 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE,38.1548,-85.7643,11/30/2012 0:00,94,A,KENBOWLLANES,
34693,854496,CAPTAIN D'S #3321, ,7131 SOUTHSIDE DRIVE,,LOUISVILLE,KY,40214,FOOD SERVICE,38.1516936,-85.7659476,10/9/2012 0:00,96,A,CAPTAINDS,
34696,849151,SPRING ST-A BAR & GRILL, ,300 S. SPRING ST,,LOUISVILLE,KY,40206,FOOD SERVICE,38.2513,-85.719,9/20/2012 0:00,92,A,SPRINGSTABARGRILL,
34700,818890,WOODFORD RESERVE BAR & GRILL, ,600 TERMINAL DRIVE #10,,LOUISVILLE,KY,40209,FOOD SERVICE,38.1862,-85.7416,6/5/2012 0:00,96,A,WOODFORDRESERVEBARGRILL,
34704,832340,HALL'S CAFE, ,1301 STORY AVE,,LOUISVILLE,KY,40206,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2563,-85.7279,7/23/2012 0:00,96,A,HALLSCAFE,
34706,822873,THE VERNON CLUB, ,1575 STORY AVENUE,,LOUISVILLE,KY,40206,FOOD SERVICE,38.259,-85.7223,6/20/2012 0:00,95,A,THEVERNONCLUB,
34712,828207,KFC #Y052-034, ,3280 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,38.2029,-85.781,7/9/2012 0:00,98,A,KFCY,
34714,833897,MCDONALD'S #6899, ,3340 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,38.2005,-85.7831,7/27/2012 0:00,88,A,MCDONALDS,
34715,841192,WENDY'S, ,3422 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,38.1988,-85.7831,8/24/2012 0:00,89,C,WENDYS,
34716,845393,GOLDEN STAR, ,3458 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,38.1972,-85.7833,9/10/2012 0:00,91,A,GOLDENSTAR,
34717,830867,OLD TAYLOR BAR, ,3464 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,38.1969,-85.7832,7/17/2012 0:00,98,A,OLDTAYLORBAR,
34720,847130,WYANDOTTE TAVERN, ,3700 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,38.191,-85.7837,9/14/2012 0:00,98,A,WYANDOTTETAVERN,
34721,828208,HAZELWOOD RESTAURANT, ,4106 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,38.1826,-85.7841,7/9/2012 0:00,84,C,HAZELWOODRESTAURANT,
34727,835747,AIR DEVILS INN, ,2802 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2226,-85.668,7/31/2012 0:00,91,A,AIRDEVILSINN,
34729,820450,BEARNO'S RESTAURANT, ,2900 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2224,-85.6656,6/11/2012 0:00,97,A,BEARNOSRESTAURANT,
34732,808920,KFC Y052 004, ,3905 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2204,-85.63,5/7/2012 0:00,95,A,KFCY,
34735,832310,K-MART #4006, ,3911 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40220,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2222,-85.6309,7/20/2012 0:00,98,A,KMART,
34736,834749,HIKES POINT BAR & LOUNGE, ,3937 TAYLORSVILLE ROAD,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2206,-85.6274,7/31/2012 0:00,91,A,HIKESPOINTBARLOUNGE,
34742,867561,WENDY'S, ,4041 TAYLORSVILLE RD,,LOUISVILLE,KY,40220,FOOD SERVICE,38.22,-85.622,11/28/2012 0:00,95,A,WENDYS,
34745,859837,OLDE PHOENIX HILL TAVERN, ,646 BAXTER AVE,,LOUISVILLE,KY,40204,FOOD SERVICE,38.2446,-85.728,10/26/2012 0:00,93,A,OLDEPHOENIXHILLTAVERN,
34760,831555,OUTLOOK INN, ,916 BAXTER AVENUE,,LOUISVILLE,KY,40204,FOOD SERVICE,38.2421,-85.7261,7/19/2012 0:00,100,A,OUTLOOKINN,
34763,864208,KFC, ,10224 TAYLORSVILLE RD,,LOUISVILLE,KY,40299,FOOD SERVICE,38.1952,-85.5668,11/14/2012 0:00,95,A,KFC,
34765,831205,MOBY DICK RESTAURANT, ,10305 TAYLORSVILLE RD,,LOUISVILLE,KY,40299,FOOD SERVICE,38.1955,-85.5661,7/18/2012 0:00,98,A,MOBYDICKRESTAURANT,
34769,830850,AMERICAN LEGION IROQUOIS, ,800 WOODLAWN AVE,,LOUISVILLE,KY,40215,FOOD SERVICE,38.1823,-85.7751,7/17/2012 0:00,94,A,AMERICANLEGIONIROQUOIS,
34773,815397,FOXY LADY, ,1715 BERRY BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,38.1971,-85.7941,5/29/2012 0:00,94,A,FOXYLADY,
34775,820855,ANGILO'S PIZZA, ,1725 BERRY BLVD.,,LOUISVILLE,KY,40215,FOOD SERVICE,38.1969,-85.7949,6/14/2012 0:00,97,A,ANGILOSPIZZA,
34776,842164,RUTHIE'S TAVERN, ,1800 BERRY BLVD.,,LOUISVILLE,KY,40215,FOOD SERVICE,38.196297,-85.79612,8/28/2012 0:00,99,A,RUTHIESTAVERN,
34777,829000,WALKABOUT CAFE, ,1100 TREVILLIAN WAY,,LOUISVILLE,KY,40213,FOOD SERVICE,38.2055,-85.7074,6/26/2012 0:00,94,A,WALKABOUTCAFE,
34779,835129,LAKESIDE CLUB, ,2010 TREVILLIAN WAY,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2203,-85.6869,8/1/2012 0:00,93,A,LAKESIDECLUB,
